book,seeing_ref,seeing_terms,seeing_lemmas,taking_ref,taking_terms,taking_lemmas,verse_distance,tier,has_desire,desire_in_span,nasa_lift_eyes_idiom,category
Genesis,Genesis 2:19,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 2:15,laqach לָקַח [וַ/יִּקַּ֛ח],3947,4,3,False,,False,
Genesis,Genesis 2:19,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 2:21,laqach לָקַח [וַ/יִּקַּ֗ח],3947,2,2,False,,False,
Genesis,Genesis 2:19,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 2:22,laqach לָקַח [לָקַ֥ח],3947,3,3,False,,False,
Genesis,Genesis 2:19,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 2:23,laqach לָקַח [לֻֽקֳחָה],3947,4,3,False,,False,
Genesis,Genesis 3:6,ra'ah רָאָה [וַ/תֵּ֣רֶא],7200,Genesis 3:6,laqach לָקַח [וַ/תִּקַּ֥ח],3947,0,1,True,ta'avah תַּאֲוָה (Genesis 3:6) | chamad חָמַד (Genesis 3:6),False,
Genesis,Genesis 4:4,sha'ah שָׁעָה [וַ/יִּ֣שַׁע],8159,Genesis 3:23,laqach לָקַח [לֻקַּ֖ח],3947,5,3,False,,False,
Genesis,Genesis 6:2,ra'ah רָאָה [וַ/יִּרְא֤וּ],7200,Genesis 6:2,laqach לָקַח [וַ/יִּקְח֤וּ],3947,0,1,False,,False,
Genesis,Genesis 6:5,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 6:2,laqach לָקַח [וַ/יִּקְח֤וּ],3947,3,3,False,,False,
Genesis,Genesis 7:1,ra'ah רָאָה [רָאִ֛יתִי],7200,Genesis 6:21,laqach לָקַח [קַח],3947,2,2,False,,False,
Genesis,Genesis 7:1,ra'ah רָאָה [רָאִ֛יתִי],7200,Genesis 7:2,laqach לָקַח [תִּֽקַּח],3947,1,2,False,,False,
Genesis,Genesis 8:5,ra'ah רָאָה [נִרְא֖וּ],7200,Genesis 8:9,laqach לָקַח [וַ/יִּקָּחֶ֔/הָ],3947,4,3,False,,False,
Genesis,Genesis 8:8,ra'ah רָאָה [לִ/רְאוֹת֙],7200,Genesis 8:9,laqach לָקַח [וַ/יִּקָּחֶ֔/הָ],3947,1,2,False,,False,
Genesis,Genesis 8:13,ra'ah רָאָה [וַ/יַּ֕רְא],7200,Genesis 8:9,laqach לָקַח [וַ/יִּקָּחֶ֔/הָ],3947,4,3,False,,False,
Genesis,Genesis 9:22,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Genesis 9:23,laqach לָקַח [וַ/יִּקַּח֩],3947,1,2,False,,False,
Genesis,Genesis 9:23,ra'ah רָאָה [רָאֽוּ],7200,Genesis 9:23,laqach לָקַח [וַ/יִּקַּח֩],3947,0,1,False,,False,
Genesis,Genesis 12:1,ra'ah רָאָה [אַרְאֶֽ/ךָּ],7200,Genesis 11:29,laqach לָקַח [וַ/יִּקַּ֨ח],3947,4,3,False,,False,
Genesis,Genesis 12:1,ra'ah רָאָה [אַרְאֶֽ/ךָּ],7200,Genesis 11:31,laqach לָקַח [וַ/יִּקַּ֨ח],3947,2,2,False,,False,
Genesis,Genesis 12:1,ra'ah רָאָה [אַרְאֶֽ/ךָּ],7200,Genesis 12:5,laqach לָקַח [וַ/יִּקַּ֣ח],3947,4,3,False,,False,
Genesis,Genesis 12:7,ra'ah רָאָה [וַ/יֵּרָ֤א]; ra'ah רָאָה [הַ/נִּרְאֶ֥ה],"7200,7200",Genesis 12:5,laqach לָקַח [וַ/יִּקַּ֣ח],3947,2,2,False,,False,
Genesis,Genesis 12:12,ra'ah רָאָה [יִרְא֤וּ],7200,Genesis 12:15,laqach לָקַח [וַ/תֻּקַּ֥ח],3947,3,3,False,,False,
Genesis,Genesis 12:14,ra'ah רָאָה [וַ/יִּרְא֤וּ],7200,Genesis 12:15,laqach לָקַח [וַ/תֻּקַּ֥ח],3947,1,2,False,,False,
Genesis,Genesis 12:14,ra'ah רָאָה [וַ/יִּרְא֤וּ],7200,Genesis 12:19,laqach לָקַח [וָ/אֶקַּ֥ח]; laqach לָקַח [קַ֥ח],"3947,3947",5,3,False,,False,
Genesis,Genesis 12:15,ra'ah רָאָה [וַ/יִּרְא֤וּ],7200,Genesis 12:15,laqach לָקַח [וַ/תֻּקַּ֥ח],3947,0,1,False,,False,
Genesis,Genesis 12:15,ra'ah רָאָה [וַ/יִּרְא֤וּ],7200,Genesis 12:19,laqach לָקַח [וָ/אֶקַּ֥ח]; laqach לָקַח [קַ֥ח],"3947,3947",4,3,False,,False,
Genesis,Genesis 13:10,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 13:6,nasa נָשָׂא [נָשָׂ֥א],5375,4,3,False,,False,
Genesis,Genesis 13:10,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 13:10,nasa נָשָׂא [וַ/יִּשָּׂא],5375,0,1,False,,True,
Genesis,Genesis 13:14,ra'ah רָאָה [וּ/רְאֵ֔ה],7200,Genesis 13:10,nasa נָשָׂא [וַ/יִּשָּׂא],5375,4,3,False,,True,
Genesis,Genesis 13:15,ra'ah רָאָה [רֹאֶ֖ה],7200,Genesis 13:10,nasa נָשָׂא [וַ/יִּשָּׂא],5375,5,3,False,,True,
Genesis,Genesis 13:10,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 13:14,nasa נָשָׂא [שָׂ֣א],5375,4,3,False,,True,
Genesis,Genesis 13:14,ra'ah רָאָה [וּ/רְאֵ֔ה],7200,Genesis 13:14,nasa נָשָׂא [שָׂ֣א],5375,0,1,False,,True,
Genesis,Genesis 13:15,ra'ah רָאָה [רֹאֶ֖ה],7200,Genesis 13:14,nasa נָשָׂא [שָׂ֣א],5375,1,2,False,,True,
Genesis,Genesis 15:5,nabat נָבַט [הַבֶּט],5027,Genesis 14:24,laqach לָקַח [יִקְח֥וּ],3947,5,3,False,,False,
Genesis,Genesis 15:5,nabat נָבַט [הַבֶּט],5027,Genesis 15:9,laqach לָקַח [קְחָ֥/ה],3947,4,3,False,,False,
Genesis,Genesis 15:5,nabat נָבַט [הַבֶּט],5027,Genesis 15:10,laqach לָקַח [וַ/יִּֽקַּֽח],3947,5,3,False,,False,
Genesis,Genesis 16:4,ra'ah רָאָה [וַ/תֵּ֨רֶא֙],7200,Genesis 16:3,laqach לָקַח [וַ/תִּקַּ֞ח],3947,1,2,False,,False,
Genesis,Genesis 16:5,ra'ah רָאָה [וַ/תֵּ֨רֶא֙],7200,Genesis 16:3,laqach לָקַח [וַ/תִּקַּ֞ח],3947,2,2,False,,False,
Genesis,Genesis 18:1,ra'ah רָאָה [וַ/יֵּרָ֤א],7200,Genesis 17:23,laqach לָקַח [וַ/יִּקַּ֨ח],3947,5,3,False,,False,
Genesis,Genesis 18:1,ra'ah רָאָה [וַ/יֵּרָ֤א],7200,Genesis 18:2,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,1,2,False,,True,
Genesis,Genesis 18:1,ra'ah רָאָה [וַ/יֵּרָ֤א],7200,Genesis 18:4,laqach לָקַח [יֻקַּֽח],3947,3,3,False,,False,
Genesis,Genesis 18:1,ra'ah רָאָה [וַ/יֵּרָ֤א],7200,Genesis 18:5,laqach לָקַח [וְ/אֶקְחָ֨ה],3947,4,3,False,,False,
Genesis,Genesis 18:2,ra'ah רָאָה [וַ/יַּ֔רְא]; ra'ah רָאָה [וַ/יַּ֗רְא],"7200,7200",Genesis 18:2,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,0,1,False,,True,
Genesis,Genesis 18:2,ra'ah רָאָה [וַ/יַּ֔רְא]; ra'ah רָאָה [וַ/יַּ֗רְא],"7200,7200",Genesis 18:4,laqach לָקַח [יֻקַּֽח],3947,2,2,False,,False,
Genesis,Genesis 18:2,ra'ah רָאָה [וַ/יַּ֔רְא]; ra'ah רָאָה [וַ/יַּ֗רְא],"7200,7200",Genesis 18:5,laqach לָקַח [וְ/אֶקְחָ֨ה],3947,3,3,False,,False,
Genesis,Genesis 18:2,ra'ah רָאָה [וַ/יַּ֔רְא]; ra'ah רָאָה [וַ/יַּ֗רְא],"7200,7200",Genesis 18:7,laqach לָקַח [וַ/יִּקַּ֨ח],3947,5,3,False,,False,
Genesis,Genesis 18:21,ra'ah רָאָה [וְ/אֶרְאֶ֔ה],7200,Genesis 18:24,nasa נָשָׂא [תִשָּׂ֣א],5375,3,3,False,,False,
Genesis,Genesis 18:21,ra'ah רָאָה [וְ/אֶרְאֶ֔ה],7200,Genesis 18:26,nasa נָשָׂא [וְ/נָשָׂ֥אתִי],5375,5,3,False,,False,
Genesis,Genesis 19:17,nabat נָבַט [תַּבִּ֣יט],5027,Genesis 19:14,laqach לָקַח [לֹקְחֵ֣י],3947,3,3,False,,False,
Genesis,Genesis 19:17,nabat נָבַט [תַּבִּ֣יט],5027,Genesis 19:15,laqach לָקַח [קַ֨ח],3947,2,2,False,,False,
Genesis,Genesis 19:17,nabat נָבַט [תַּבִּ֣יט],5027,Genesis 19:21,nasa נָשָׂא [נָשָׂ֣אתִי],5375,4,3,False,,False,
Genesis,Genesis 19:26,nabat נָבַט [וַ/תַּבֵּ֥ט],5027,Genesis 19:21,nasa נָשָׂא [נָשָׂ֣אתִי],5375,5,3,False,,False,
Genesis,Genesis 20:10,ra'ah רָאָה [רָאִ֔יתָ],7200,Genesis 20:14,laqach לָקַח [וַ/יִּקַּ֨ח],3947,4,3,False,,False,
Genesis,Genesis 21:9,ra'ah רָאָה [וַ/תֵּ֨רֶא],7200,Genesis 21:14,laqach לָקַח [וַ/יִּֽקַּֽח],3947,5,3,False,,False,
Genesis,Genesis 21:16,ra'ah רָאָה [אֶרְאֶ֖ה],7200,Genesis 21:14,laqach לָקַח [וַ/יִּֽקַּֽח],3947,2,2,False,,False,
Genesis,Genesis 21:19,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 21:14,laqach לָקַח [וַ/יִּֽקַּֽח],3947,5,3,False,,False,
Genesis,Genesis 21:16,ra'ah רָאָה [אֶרְאֶ֖ה],7200,Genesis 21:16,nasa נָשָׂא [וַ/תִּשָּׂ֥א],5375,0,1,False,,False,
Genesis,Genesis 21:19,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 21:16,nasa נָשָׂא [וַ/תִּשָּׂ֥א],5375,3,3,False,,False,
Genesis,Genesis 21:16,ra'ah רָאָה [אֶרְאֶ֖ה],7200,Genesis 21:18,nasa נָשָׂא [שְׂאִ֣י],5375,2,2,False,,False,
Genesis,Genesis 21:16,ra'ah רָאָה [אֶרְאֶ֖ה],7200,Genesis 21:21,laqach לָקַח [וַ/תִּֽקַּֽח],3947,5,3,False,,False,
Genesis,Genesis 21:19,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 21:18,nasa נָשָׂא [שְׂאִ֣י],5375,1,2,False,,False,
Genesis,Genesis 21:19,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 21:21,laqach לָקַח [וַ/תִּֽקַּֽח],3947,2,2,False,,False,
Genesis,Genesis 22:4,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Genesis 22:2,laqach לָקַח [קַח],3947,2,2,False,,False,
Genesis,Genesis 22:4,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Genesis 22:3,laqach לָקַח [וַ/יִּקַּ֞ח],3947,1,2,False,,False,
Genesis,Genesis 22:8,ra'ah רָאָה [יִרְאֶה],7200,Genesis 22:3,laqach לָקַח [וַ/יִּקַּ֞ח],3947,5,3,False,,False,
Genesis,Genesis 22:4,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Genesis 22:4,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,0,1,False,,True,
Genesis,Genesis 22:8,ra'ah רָאָה [יִרְאֶה],7200,Genesis 22:4,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,4,3,False,,True,
Genesis,Genesis 22:4,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Genesis 22:6,laqach לָקַח [וַ/יִּקַּ֨ח]; laqach לָקַח [וַ/יִּקַּ֣ח],"3947,3947",2,2,False,,False,
Genesis,Genesis 22:8,ra'ah רָאָה [יִרְאֶה],7200,Genesis 22:6,laqach לָקַח [וַ/יִּקַּ֨ח]; laqach לָקַח [וַ/יִּקַּ֣ח],"3947,3947",2,2,False,,False,
Genesis,Genesis 22:8,ra'ah רָאָה [יִרְאֶה],7200,Genesis 22:10,laqach לָקַח [וַ/יִּקַּ֖ח],3947,2,2,False,,False,
Genesis,Genesis 22:8,ra'ah רָאָה [יִרְאֶה],7200,Genesis 22:13,nasa נָשָׂא [וַ/יִּשָּׂ֨א]; achaz אָחַז [נֶאֱחַ֥ז]; laqach לָקַח [וַ/יִּקַּ֣ח],"5375,270,3947",5,3,False,,False,
Genesis,Genesis 22:13,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 22:10,laqach לָקַח [וַ/יִּקַּ֖ח],3947,3,3,False,,False,
Genesis,Genesis 22:14,ra'ah רָאָה [יִרְאֶ֑ה]; ra'ah רָאָה [יֵרָאֶֽה],"7200,7200",Genesis 22:10,laqach לָקַח [וַ/יִּקַּ֖ח],3947,4,3,False,,False,
Genesis,Genesis 22:13,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 22:13,nasa נָשָׂא [וַ/יִּשָּׂ֨א]; achaz אָחַז [נֶאֱחַ֥ז]; laqach לָקַח [וַ/יִּקַּ֣ח],"5375,270,3947",0,1,False,,False,
Genesis,Genesis 22:14,ra'ah רָאָה [יִרְאֶ֑ה]; ra'ah רָאָה [יֵרָאֶֽה],"7200,7200",Genesis 22:13,nasa נָשָׂא [וַ/יִּשָּׂ֨א]; achaz אָחַז [נֶאֱחַ֥ז]; laqach לָקַח [וַ/יִּקַּ֣ח],"5375,270,3947",1,2,False,,False,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 24:61,laqach לָקַח [וַ/יִּקַּ֥ח],3947,2,2,False,,False,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 24:61,laqach לָקַח [וַ/יִּקַּ֥ח],3947,3,3,False,,False,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 24:63,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,0,1,False,,True,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 24:63,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,1,2,False,,True,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 24:64,nasa נָשָׂא [וַ/תִּשָּׂ֤א],5375,1,2,False,,True,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 24:65,laqach לָקַח [וַ/תִּקַּ֥ח],3947,2,2,False,,False,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 24:67,laqach לָקַח [וַ/יִּקַּ֧ח],3947,4,3,False,,False,
Genesis,Genesis 24:63,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Genesis 25:1,laqach לָקַח [וַ/יִּקַּ֥ח],3947,5,3,False,,False,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 24:64,nasa נָשָׂא [וַ/תִּשָּׂ֤א],5375,0,1,False,,True,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 24:65,laqach לָקַח [וַ/תִּקַּ֥ח],3947,1,2,False,,False,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 24:67,laqach לָקַח [וַ/יִּקַּ֧ח],3947,3,3,False,,False,
Genesis,Genesis 24:64,ra'ah רָאָה [וַ/תֵּ֖רֶא],7200,Genesis 25:1,laqach לָקַח [וַ/יִּקַּ֥ח],3947,4,3,False,,False,
Genesis,Genesis 27:1,ra'ah רָאָה [מֵ/רְאֹ֑ת],7200,Genesis 26:34,laqach לָקַח [וַ/יִּקַּ֤ח],3947,2,2,False,,False,
Genesis,Genesis 27:1,ra'ah רָאָה [מֵ/רְאֹ֑ת],7200,Genesis 27:3,nasa נָשָׂא [שָׂא],5375,2,2,False,,False,
Genesis,Genesis 28:6,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:1,laqach לָקַח [תִקַּ֥ח],3947,5,3,False,,False,
Genesis,Genesis 28:6,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:2,laqach לָקַח [וְ/קַח],3947,4,3,False,,False,
Genesis,Genesis 28:6,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:6,laqach לָקַח [לָ/קַֽחַת]; laqach לָקַח [תִקַּ֥ח],"3947,3947",0,1,False,,False,
Genesis,Genesis 28:8,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:6,laqach לָקַח [לָ/קַֽחַת]; laqach לָקַח [תִקַּ֥ח],"3947,3947",2,2,False,,False,
Genesis,Genesis 28:6,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:9,laqach לָקַח [וַ/יִּקַּ֡ח],3947,3,3,False,,False,
Genesis,Genesis 28:6,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:11,laqach לָקַח [וַ/יִּקַּח֙],3947,5,3,False,,False,
Genesis,Genesis 28:8,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:9,laqach לָקַח [וַ/יִּקַּ֡ח],3947,1,2,False,,False,
Genesis,Genesis 28:8,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 28:11,laqach לָקַח [וַ/יִּקַּח֙],3947,3,3,False,,False,
Genesis,Genesis 29:2,ra'ah רָאָה [וַ/יַּ֞רְא],7200,Genesis 29:1,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,False,
Genesis,Genesis 29:10,ra'ah רָאָה [רָאָ֨ה],7200,Genesis 29:11,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,False,
Genesis,Genesis 30:9,ra'ah רָאָה [וַ/תֵּ֣רֶא],7200,Genesis 30:9,laqach לָקַח [וַ/תִּקַּח֙],3947,0,1,False,,False,
Genesis,Genesis 31:2,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Genesis 31:1,laqach לָקַח [לָקַ֣ח],3947,1,2,False,,False,
Genesis,Genesis 31:5,ra'ah רָאָה [רֹאֶ֤ה],7200,Genesis 31:1,laqach לָקַח [לָקַ֣ח],3947,4,3,False,,False,
Genesis,Genesis 31:5,ra'ah רָאָה [רֹאֶ֤ה],7200,Genesis 31:10,nasa נָשָׂא [וָ/אֶשָּׂ֥א],5375,5,3,False,,True,
Genesis,Genesis 31:10,ra'ah רָאָה [וָ/אֵ֖רֶא],7200,Genesis 31:10,nasa נָשָׂא [וָ/אֶשָּׂ֥א],5375,0,1,False,,True,
Genesis,Genesis 31:12,ra'ah רָאָה [וּ/רְאֵה֙]; ra'ah רָאָה [רָאִ֔יתִי],"7200,7200",Genesis 31:10,nasa נָשָׂא [וָ/אֶשָּׂ֥א],5375,2,2,False,,True,
Genesis,Genesis 31:10,ra'ah רָאָה [וָ/אֵ֖רֶא],7200,Genesis 31:12,nasa נָשָׂא [שָׂא],5375,2,2,False,,True,
Genesis,Genesis 31:12,ra'ah רָאָה [וּ/רְאֵה֙]; ra'ah רָאָה [רָאִ֔יתִי],"7200,7200",Genesis 31:12,nasa נָשָׂא [שָׂא],5375,0,1,False,,True,
Genesis,Genesis 31:12,ra'ah רָאָה [וּ/רְאֵה֙]; ra'ah רָאָה [רָאִ֔יתִי],"7200,7200",Genesis 31:17,nasa נָשָׂא [וַ/יִּשָּׂ֛א],5375,5,3,False,,False,
Genesis,Genesis 31:42,ra'ah רָאָה [רָאָ֥ה],7200,Genesis 31:45,laqach לָקַח [וַ/יִּקַּ֥ח],3947,3,3,False,,False,
Genesis,Genesis 31:42,ra'ah רָאָה [רָאָ֥ה],7200,Genesis 31:46,laqach לָקַח [וַ/יִּקְח֥וּ],3947,4,3,False,,False,
Genesis,Genesis 31:43,ra'ah רָאָה [רֹאֶ֖ה],7200,Genesis 31:45,laqach לָקַח [וַ/יִּקַּ֥ח],3947,2,2,False,,False,
Genesis,Genesis 31:43,ra'ah רָאָה [רֹאֶ֖ה],7200,Genesis 31:46,laqach לָקַח [וַ/יִּקְח֥וּ],3947,3,3,False,,False,
Genesis,Genesis 31:49,tsaphah צָפָה [יִ֥צֶף],6822,Genesis 31:45,laqach לָקַח [וַ/יִּקַּ֥ח],3947,4,3,False,,False,
Genesis,Genesis 31:50,ra'ah רָאָה [רְאֵ֕ה],7200,Genesis 31:45,laqach לָקַח [וַ/יִּקַּ֥ח],3947,5,3,False,,False,
Genesis,Genesis 31:49,tsaphah צָפָה [יִ֥צֶף],6822,Genesis 31:46,laqach לָקַח [וַ/יִּקְח֥וּ],3947,3,3,False,,False,
Genesis,Genesis 31:50,ra'ah רָאָה [רְאֵ֕ה],7200,Genesis 31:46,laqach לָקַח [וַ/יִּקְח֥וּ],3947,4,3,False,,False,
Genesis,Genesis 31:49,tsaphah צָפָה [יִ֥צֶף],6822,Genesis 31:50,laqach לָקַח [תִּקַּ֤ח],3947,1,2,False,,False,
Genesis,Genesis 31:50,ra'ah רָאָה [רְאֵ֕ה],7200,Genesis 31:50,laqach לָקַח [תִּקַּ֤ח],3947,0,1,False,,False,
Genesis,Genesis 32:21,ra'ah רָאָה [אֶרְאֶ֣ה],7200,Genesis 32:21,nasa נָשָׂא [יִשָּׂ֥א],5375,0,1,False,,False,
Genesis,Genesis 32:26,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Genesis 32:21,nasa נָשָׂא [יִשָּׂ֥א],5375,5,3,False,,False,
Genesis,Genesis 32:21,ra'ah רָאָה [אֶרְאֶ֣ה],7200,Genesis 32:23,laqach לָקַח [וַ/יִּקַּ֞ח],3947,2,2,False,,False,
Genesis,Genesis 32:21,ra'ah רָאָה [אֶרְאֶ֣ה],7200,Genesis 32:24,laqach לָקַח [וַ/יִּקָּחֵ֔/ם],3947,3,3,False,,False,
Genesis,Genesis 32:26,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Genesis 32:23,laqach לָקַח [וַ/יִּקַּ֞ח],3947,3,3,False,,False,
Genesis,Genesis 32:26,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Genesis 32:24,laqach לָקַח [וַ/יִּקָּחֵ֔/ם],3947,2,2,False,,False,
Genesis,Genesis 32:31,ra'ah רָאָה [רָאִ֤יתִי],7200,Genesis 33:1,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,3,3,False,,True,
Genesis,Genesis 33:1,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 33:1,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,0,1,False,,True,
Genesis,Genesis 33:5,ra'ah רָאָה [וַ/יַּ֤רְא],7200,Genesis 33:1,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,4,3,False,,True,
Genesis,Genesis 33:1,ra'ah רָאָה [וַ/יַּרְא֙],7200,Genesis 33:5,nasa נָשָׂא [וַ/יִּשָּׂ֣א],5375,4,3,False,,True,
Genesis,Genesis 33:5,ra'ah רָאָה [וַ/יַּ֤רְא],7200,Genesis 33:5,nasa נָשָׂא [וַ/יִּשָּׂ֣א],5375,0,1,False,,True,
Genesis,Genesis 33:10,ra'ah רָאָה [רָאִ֣יתִי]; ra'ah רָאָה [כִּ/רְאֹ֛ת],"7200,7200",Genesis 33:5,nasa נָשָׂא [וַ/יִּשָּׂ֣א],5375,5,3,False,,True,
Genesis,Genesis 33:5,ra'ah רָאָה [וַ/יַּ֤רְא],7200,Genesis 33:10,laqach לָקַח [וְ/לָקַחְתָּ֥],3947,5,3,False,,False,
Genesis,Genesis 33:10,ra'ah רָאָה [רָאִ֣יתִי]; ra'ah רָאָה [כִּ/רְאֹ֛ת],"7200,7200",Genesis 33:10,laqach לָקַח [וְ/לָקַחְתָּ֥],3947,0,1,False,,False,
Genesis,Genesis 33:10,ra'ah רָאָה [רָאִ֣יתִי]; ra'ah רָאָה [כִּ/רְאֹ֛ת],"7200,7200",Genesis 33:11,laqach לָקַח [קַח]; laqach לָקַח [וַ/יִּקָּֽח],"3947,3947",1,2,False,,False,
Genesis,Genesis 34:1,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 34:2,laqach לָקַח [וַ/יִּקַּ֥ח],3947,1,2,False,,False,
Genesis,Genesis 34:1,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Genesis 34:4,laqach לָקַח [קַֽח],3947,3,3,False,,False,
Genesis,Genesis 34:2,ra'ah רָאָה [וַ/יַּ֨רְא],7200,Genesis 34:2,laqach לָקַח [וַ/יִּקַּ֥ח],3947,0,1,False,,False,
Genesis,Genesis 34:2,ra'ah רָאָה [וַ/יַּ֨רְא],7200,Genesis 34:4,laqach לָקַח [קַֽח],3947,2,2,False,,False,
Genesis,Genesis 35:1,ra'ah רָאָה [הַ/נִּרְאֶ֣ה],7200,Genesis 34:28,laqach לָקַח [לָקָֽחוּ],3947,4,3,False,,False,
Genesis,Genesis 37:20,ra'ah רָאָה [וְ/נִרְאֶ֕ה],7200,Genesis 37:24,laqach לָקַח [וַ/יִּ֨קָּחֻ֔/הוּ],3947,4,3,False,,False,
Genesis,Genesis 37:20,ra'ah רָאָה [וְ/נִרְאֶ֕ה],7200,Genesis 37:25,nasa נָשָׂא [וַ/יִּשְׂא֤וּ]; nasa נָשָׂא [נֹֽשְׂאִ֗ים],"5375,5375",5,3,False,,True,
Genesis,Genesis 37:25,ra'ah רָאָה [וַ/יִּרְא֔וּ],7200,Genesis 37:24,laqach לָקַח [וַ/יִּ֨קָּחֻ֔/הוּ],3947,1,2,False,,False,
Genesis,Genesis 37:25,ra'ah רָאָה [וַ/יִּרְא֔וּ],7200,Genesis 37:25,nasa נָשָׂא [וַ/יִּשְׂא֤וּ]; nasa נָשָׂא [נֹֽשְׂאִ֗ים],"5375,5375",0,1,False,,True,
Genesis,Genesis 38:2,ra'ah רָאָה [וַ/יַּרְא],7200,Genesis 38:2,laqach לָקַח [וַ/יִּקָּחֶ֖/הָ],3947,0,1,False,,False,
Genesis,Genesis 38:2,ra'ah רָאָה [וַ/יַּרְא],7200,Genesis 38:6,laqach לָקַח [וַ/יִּקַּ֧ח],3947,4,3,False,,False,
Genesis,Genesis 38:15,ra'ah רָאָה [וַ/יִּרְאֶ֣/הָ],7200,Genesis 38:20,laqach לָקַח [לָ/קַ֥חַת],3947,5,3,False,,False,
Genesis,Genesis 39:3,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 38:28,laqach לָקַח [וַ/תִּקַּ֣ח],3947,5,3,False,,False,
Genesis,Genesis 39:3,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Genesis 39:7,nasa נָשָׂא [וַ/תִּשָּׂ֧א],5375,4,3,False,,True,
Genesis,Genesis 39:13,ra'ah רָאָה [כִּ/רְאוֹתָ֔/הּ],7200,Genesis 39:12,taphas תָּפַשׂ [וַ/תִּתְפְּשֵׂ֧/הוּ],8610,1,2,False,,False,
Genesis,Genesis 39:14,ra'ah רָאָה [רְא֗וּ],7200,Genesis 39:12,taphas תָּפַשׂ [וַ/תִּתְפְּשֵׂ֧/הוּ],8610,2,2,False,,False,
Genesis,Genesis 39:23,ra'ah רָאָה [רֹאֶ֤ה],7200,Genesis 39:20,laqach לָקַח [וַ/יִּקַּח֩],3947,3,3,False,,False,
