book,seeing_ref,seeing_terms,seeing_lemmas,taking_ref,taking_terms,taking_lemmas,verse_distance,tier,has_desire,desire_in_span,nasa_lift_eyes_idiom,category
Numbers,Numbers 13:18,ra'ah רָאָה [וּ/רְאִיתֶ֥ם],7200,Numbers 13:20,laqach לָקַח [וּ/לְקַחְתֶּ֖ם],3947,2,2,False,,False,
Numbers,Numbers 13:18,ra'ah רָאָה [וּ/רְאִיתֶ֥ם],7200,Numbers 13:23,nasa נָשָׂא [וַ/יִּשָּׂאֻ֥/הוּ],5375,5,3,False,,False,
Numbers,Numbers 13:26,ra'ah רָאָה [וַ/יַּרְא֖וּ/ם],7200,Numbers 13:23,nasa נָשָׂא [וַ/יִּשָּׂאֻ֥/הוּ],5375,3,3,False,,False,
Numbers,Numbers 13:28,ra'ah רָאָה [רָאִ֥ינוּ],7200,Numbers 13:23,nasa נָשָׂא [וַ/יִּשָּׂאֻ֥/הוּ],5375,5,3,False,,False,
Numbers,Numbers 13:32,ra'ah רָאָה [רָאִ֥ינוּ],7200,Numbers 14:1,nasa נָשָׂא [וַ/תִּשָּׂא֙],5375,2,2,False,,False,
Numbers,Numbers 13:33,ra'ah רָאָה [רָאִ֗ינוּ],7200,Numbers 14:1,nasa נָשָׂא [וַ/תִּשָּׂא֙],5375,1,2,False,,False,
Numbers,Numbers 14:14,ra'ah רָאָה [נִרְאָ֣ה],7200,Numbers 14:18,nasa נָשָׂא [נֹשֵׂ֥א],5375,4,3,False,,False,
Numbers,Numbers 14:14,ra'ah רָאָה [נִרְאָ֣ה],7200,Numbers 14:19,nasa נָשָׂא [נָשָׂ֨אתָה֙],5375,5,3,False,,False,
Numbers,Numbers 14:22,ra'ah רָאָה [הָ/רֹאִ֤ים],7200,Numbers 14:18,nasa נָשָׂא [נֹשֵׂ֥א],5375,4,3,False,,False,
Numbers,Numbers 14:23,ra'ah רָאָה [יִרְאוּ֙]; ra'ah רָאָה [יִרְאֽוּ/הָ],"7200,7200",Numbers 14:18,nasa נָשָׂא [נֹשֵׂ֥א],5375,5,3,False,,False,
Numbers,Numbers 14:22,ra'ah רָאָה [הָ/רֹאִ֤ים],7200,Numbers 14:19,nasa נָשָׂא [נָשָׂ֨אתָה֙],5375,3,3,False,,False,
Numbers,Numbers 14:23,ra'ah רָאָה [יִרְאוּ֙]; ra'ah רָאָה [יִרְאֽוּ/הָ],"7200,7200",Numbers 14:19,nasa נָשָׂא [נָשָׂ֨אתָה֙],5375,4,3,False,,False,
Numbers,Numbers 15:39,ra'ah רָאָה [וּ/רְאִיתֶ֣ם],7200,Numbers 16:1,laqach לָקַח [וַ/יִּקַּ֣ח],3947,3,3,False,,False,
Numbers,Numbers 15:39,ra'ah רָאָה [וּ/רְאִיתֶ֣ם],7200,Numbers 16:3,nasa נָשָׂא [תִּֽתְנַשְּׂא֖וּ],5375,5,3,False,,False,
Numbers,Numbers 16:19,ra'ah רָאָה [וַ/יֵּרָ֥א],7200,Numbers 16:15,nasa נָשָׂא [נָשָׂ֔אתִי],5375,4,3,False,,False,
Numbers,Numbers 16:19,ra'ah רָאָה [וַ/יֵּרָ֥א],7200,Numbers 16:17,laqach לָקַח [וּ/קְח֣וּ],3947,2,2,False,,False,
Numbers,Numbers 16:19,ra'ah רָאָה [וַ/יֵּרָ֥א],7200,Numbers 16:18,laqach לָקַח [וַ/יִּקְח֞וּ],3947,1,2,False,,False,
Numbers,Numbers 17:7,ra'ah רָאָה [וַ/יֵּרָ֖א],7200,Numbers 17:4,laqach לָקַח [וַ/יִּקַּ֞ח],3947,3,3,False,,False,
Numbers,Numbers 17:7,ra'ah רָאָה [וַ/יֵּרָ֖א],7200,Numbers 17:11,laqach לָקַח [קַ֣ח],3947,4,3,False,,False,
Numbers,Numbers 17:7,ra'ah רָאָה [וַ/יֵּרָ֖א],7200,Numbers 17:12,laqach לָקַח [וַ/יִּקַּ֨ח],3947,5,3,False,,False,
Numbers,Numbers 17:24,ra'ah רָאָה [וַ/יִּרְא֥וּ],7200,Numbers 17:24,laqach לָקַח [וַ/יִּקְח֖וּ],3947,0,1,False,,False,
Numbers,Numbers 17:24,ra'ah רָאָה [וַ/יִּרְא֥וּ],7200,Numbers 18:1,nasa נָשָׂא [תִּשְׂא֖וּ]; nasa נָשָׂא [תִּשְׂא֖וּ],"5375,5375",5,3,False,,False,
Numbers,Numbers 20:6,ra'ah רָאָה [וַ/יֵּרָ֥א],7200,Numbers 20:8,laqach לָקַח [קַ֣ח],3947,2,2,False,,False,
Numbers,Numbers 20:6,ra'ah רָאָה [וַ/יֵּרָ֥א],7200,Numbers 20:9,laqach לָקַח [וַ/יִּקַּ֥ח],3947,3,3,False,,False,
Numbers,Numbers 20:29,ra'ah רָאָה [וַ/יִּרְאוּ֙],7200,Numbers 20:25,laqach לָקַח [קַ֚ח],3947,4,3,False,,False,
Numbers,Numbers 21:20,shaqaph שָׁקַף [וְ/נִשְׁקָ֖פָה],8259,Numbers 21:25,laqach לָקַח [וַ/יִּקַּח֙],3947,5,3,False,,False,
Numbers,Numbers 22:2,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Numbers 21:32,lakad לָכַד [וַֽ/יִּלְכְּד֖וּ],3920,5,3,False,,False,
Numbers,Numbers 22:41,ra'ah רָאָה [וַ/יַּ֥רְא],7200,Numbers 22:41,laqach לָקַח [וַ/יִּקַּ֤ח],3947,0,1,False,,False,
Numbers,Numbers 23:3,ra'ah רָאָה [יַּרְאֵ֖/נִי],7200,Numbers 22:41,laqach לָקַח [וַ/יִּקַּ֤ח],3947,3,3,False,,False,
Numbers,Numbers 23:3,ra'ah רָאָה [יַּרְאֵ֖/נִי],7200,Numbers 23:7,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,4,3,False,,False,
Numbers,Numbers 23:9,ra'ah רָאָה [אֶרְאֶ֔/נּוּ]; shur שׁוּר [אֲשׁוּרֶ֑/נּוּ],"7200,7789",Numbers 23:7,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,2,2,False,,False,
Numbers,Numbers 23:9,ra'ah רָאָה [אֶרְאֶ֔/נּוּ]; shur שׁוּר [אֲשׁוּרֶ֑/נּוּ],"7200,7789",Numbers 23:11,laqach לָקַח [לְקַחְתִּ֔י/ךָ],3947,2,2,False,,False,
Numbers,Numbers 23:9,ra'ah רָאָה [אֶרְאֶ֔/נּוּ]; shur שׁוּר [אֲשׁוּרֶ֑/נּוּ],"7200,7789",Numbers 23:14,laqach לָקַח [וַ/יִּקָּחֵ֨/הוּ֙],3947,5,3,False,,False,
Numbers,Numbers 23:13,ra'ah רָאָה [תִּרְאֶ֣/נּוּ]; ra'ah רָאָה [תִרְאֶ֔ה]; ra'ah רָאָה [תִרְאֶ֑ה],"7200,7200,7200",Numbers 23:11,laqach לָקַח [לְקַחְתִּ֔י/ךָ],3947,2,2,False,,False,
Numbers,Numbers 23:13,ra'ah רָאָה [תִּרְאֶ֣/נּוּ]; ra'ah רָאָה [תִרְאֶ֔ה]; ra'ah רָאָה [תִרְאֶ֑ה],"7200,7200,7200",Numbers 23:14,laqach לָקַח [וַ/יִּקָּחֵ֨/הוּ֙],3947,1,2,False,,False,
Numbers,Numbers 23:13,ra'ah רָאָה [תִּרְאֶ֣/נּוּ]; ra'ah רָאָה [תִרְאֶ֔ה]; ra'ah רָאָה [תִרְאֶ֑ה],"7200,7200,7200",Numbers 23:18,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,5,3,False,,False,
Numbers,Numbers 23:21,nabat נָבַט [הִבִּ֥יט]; ra'ah רָאָה [רָאָ֥ה],"5027,7200",Numbers 23:18,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,3,3,False,,False,
Numbers,Numbers 23:21,nabat נָבַט [הִבִּ֥יט]; ra'ah רָאָה [רָאָ֥ה],"5027,7200",Numbers 23:20,laqach לָקַח [לָקָ֑חְתִּי],3947,1,2,False,,False,
Numbers,Numbers 23:21,nabat נָבַט [הִבִּ֥יט]; ra'ah רָאָה [רָאָ֥ה],"5027,7200",Numbers 23:24,nasa נָשָׂא [יִתְנַשָּׂ֑א],5375,3,3,False,,False,
Numbers,Numbers 23:28,shaqaph שָׁקַף [הַ/נִּשְׁקָ֖ף],8259,Numbers 23:24,nasa נָשָׂא [יִתְנַשָּׂ֑א],5375,4,3,False,,False,
Numbers,Numbers 23:28,shaqaph שָׁקַף [הַ/נִּשְׁקָ֖ף],8259,Numbers 23:27,laqach לָקַח [אֶקָּ֣חֲ/ךָ֔],3947,1,2,False,,False,
Numbers,Numbers 24:1,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Numbers 23:27,laqach לָקַח [אֶקָּ֣חֲ/ךָ֔],3947,4,3,False,,False,
Numbers,Numbers 24:2,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 23:27,laqach לָקַח [אֶקָּ֣חֲ/ךָ֔],3947,5,3,False,,False,
Numbers,Numbers 23:28,shaqaph שָׁקַף [הַ/נִּשְׁקָ֖ף],8259,Numbers 23:28,laqach לָקַח [וַ/יִּקַּ֥ח],3947,0,1,False,,False,
Numbers,Numbers 24:1,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Numbers 23:28,laqach לָקַח [וַ/יִּקַּ֥ח],3947,3,3,False,,False,
Numbers,Numbers 24:2,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 23:28,laqach לָקַח [וַ/יִּקַּ֥ח],3947,4,3,False,,False,
Numbers,Numbers 23:28,shaqaph שָׁקַף [הַ/נִּשְׁקָ֖ף],8259,Numbers 24:2,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,4,3,False,,True,
Numbers,Numbers 23:28,shaqaph שָׁקַף [הַ/נִּשְׁקָ֖ף],8259,Numbers 24:3,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,5,3,False,,True,
Numbers,Numbers 24:1,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Numbers 24:2,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,1,2,False,,True,
Numbers,Numbers 24:1,ra'ah רָאָה [וַ/יַּ֣רְא],7200,Numbers 24:3,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,2,2,False,,True,
Numbers,Numbers 24:2,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:2,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,0,1,False,,True,
Numbers,Numbers 24:4,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:2,nasa נָשָׂא [וַ/יִּשָּׂ֨א],5375,2,2,False,,True,
Numbers,Numbers 24:2,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:3,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,True,
Numbers,Numbers 24:2,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:7,nasa נָשָׂא [וְ/תִנַּשֵּׂ֖א],5375,5,3,False,,False,
Numbers,Numbers 24:4,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:3,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,True,
Numbers,Numbers 24:4,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:7,nasa נָשָׂא [וְ/תִנַּשֵּׂ֖א],5375,3,3,False,,False,
Numbers,Numbers 24:16,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:15,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,True,
Numbers,Numbers 24:17,ra'ah רָאָה [אֶרְאֶ֨/נּוּ֙]; shur שׁוּר [אֲשׁוּרֶ֖/נּוּ],"7200,7789",Numbers 24:15,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,2,2,False,,True,
Numbers,Numbers 24:20,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:15,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,5,3,False,,True,
Numbers,Numbers 24:16,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:20,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,4,3,False,,False,
Numbers,Numbers 24:16,chazah חָזָה [יֶֽחֱזֶ֔ה],2372,Numbers 24:21,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,5,3,False,,False,
Numbers,Numbers 24:17,ra'ah רָאָה [אֶרְאֶ֨/נּוּ֙]; shur שׁוּר [אֲשׁוּרֶ֖/נּוּ],"7200,7789",Numbers 24:20,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,3,3,False,,False,
Numbers,Numbers 24:17,ra'ah רָאָה [אֶרְאֶ֨/נּוּ֙]; shur שׁוּר [אֲשׁוּרֶ֖/נּוּ],"7200,7789",Numbers 24:21,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,4,3,False,,False,
Numbers,Numbers 24:20,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:20,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,0,1,False,,False,
Numbers,Numbers 24:21,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:20,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,False,
Numbers,Numbers 24:20,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:21,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,1,2,False,,False,
Numbers,Numbers 24:20,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:23,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,3,3,False,,False,
Numbers,Numbers 24:21,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:21,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,0,1,False,,False,
Numbers,Numbers 24:21,ra'ah רָאָה [וַ/יַּרְא֙],7200,Numbers 24:23,nasa נָשָׂא [וַ/יִּשָּׂ֥א],5375,2,2,False,,False,
Numbers,Numbers 25:7,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Numbers 25:4,laqach לָקַח [קַ֚ח],3947,3,3,False,,False,
Numbers,Numbers 25:7,ra'ah רָאָה [וַ/יַּ֗רְא],7200,Numbers 25:7,laqach לָקַח [וַ/יִּקַּ֥ח],3947,0,1,False,,False,
Numbers,Numbers 27:13,ra'ah רָאָה [וְ/רָאִ֣יתָה],7200,Numbers 27:18,laqach לָקַח [קַח],3947,5,3,False,,False,
Numbers,Numbers 32:1,ra'ah רָאָה [וַ/יִּרְא֞וּ],7200,Numbers 31:51,laqach לָקַח [וַ/יִּקַּ֨ח],3947,4,3,False,,False,
Numbers,Numbers 32:1,ra'ah רָאָה [וַ/יִּרְא֞וּ],7200,Numbers 31:54,laqach לָקַח [וַ/יִּקַּ֨ח],3947,1,2,False,,False,
Deuteronomy,Deuteronomy 1:8,ra'ah רָאָה [רְאֵ֛ה],7200,Deuteronomy 1:9,nasa נָשָׂא [שְׂאֵ֥ת],5375,1,2,False,,False,
Deuteronomy,Deuteronomy 1:8,ra'ah רָאָה [רְאֵ֛ה],7200,Deuteronomy 1:12,nasa נָשָׂא [אֶשָּׂ֖א],5375,4,3,False,,False,
Deuteronomy,Deuteronomy 1:19,ra'ah רָאָה [רְאִיתֶ֗ם],7200,Deuteronomy 1:15,laqach לָקַח [וָ/אֶקַּ֞ח],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 1:19,ra'ah רָאָה [רְאִיתֶ֗ם],7200,Deuteronomy 1:23,laqach לָקַח [וָ/אֶקַּ֤ח],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 1:21,ra'ah רָאָה [רְ֠אֵה],7200,Deuteronomy 1:23,laqach לָקַח [וָ/אֶקַּ֤ח],3947,2,2,False,,False,
Deuteronomy,Deuteronomy 1:21,ra'ah רָאָה [רְ֠אֵה],7200,Deuteronomy 1:25,laqach לָקַח [וַ/יִּקְח֤וּ],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 1:28,ra'ah רָאָה [רָאִ֥ינוּ],7200,Deuteronomy 1:23,laqach לָקַח [וָ/אֶקַּ֤ח],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 1:28,ra'ah רָאָה [רָאִ֥ינוּ],7200,Deuteronomy 1:25,laqach לָקַח [וַ/יִּקְח֤וּ],3947,3,3,False,,False,
Deuteronomy,Deuteronomy 1:28,ra'ah רָאָה [רָאִ֥ינוּ],7200,Deuteronomy 1:31,nasa נָשָׂא [נְשָׂאֲ/ךָ֙]; nasa נָשָׂא [יִשָּׂא],"5375,5375",3,3,False,,False,
Deuteronomy,Deuteronomy 1:31,ra'ah רָאָה [רָאִ֔יתָ],7200,Deuteronomy 1:31,nasa נָשָׂא [נְשָׂאֲ/ךָ֙]; nasa נָשָׂא [יִשָּׂא],"5375,5375",0,1,False,,False,
Deuteronomy,Deuteronomy 1:33,ra'ah רָאָה [לַ/רְאֹֽתְ/כֶם֙],7200,Deuteronomy 1:31,nasa נָשָׂא [נְשָׂאֲ/ךָ֙]; nasa נָשָׂא [יִשָּׂא],"5375,5375",2,2,False,,False,
Deuteronomy,Deuteronomy 1:35,ra'ah רָאָה [יִרְאֶ֥ה],7200,Deuteronomy 1:31,nasa נָשָׂא [נְשָׂאֲ/ךָ֙]; nasa נָשָׂא [יִשָּׂא],"5375,5375",4,3,False,,False,
Deuteronomy,Deuteronomy 1:36,ra'ah רָאָה [יִרְאֶ֔/נָּה],7200,Deuteronomy 1:31,nasa נָשָׂא [נְשָׂאֲ/ךָ֙]; nasa נָשָׂא [יִשָּׂא],"5375,5375",5,3,False,,False,
Deuteronomy,Deuteronomy 2:31,ra'ah רָאָה [רְאֵ֗ה],7200,Deuteronomy 2:34,lakad לָכַד [וַ/נִּלְכֹּ֤ד],3920,3,3,False,,False,
Deuteronomy,Deuteronomy 2:31,ra'ah רָאָה [רְאֵ֗ה],7200,Deuteronomy 2:35,lakad לָכַד [לָכָֽדְנוּ],3920,4,3,False,,False,
Deuteronomy,Deuteronomy 3:24,ra'ah רָאָה [לְ/הַרְא֣וֹת],7200,Deuteronomy 3:27,nasa נָשָׂא [וְ/שָׂ֥א],5375,3,3,False,,True,
Deuteronomy,Deuteronomy 3:25,ra'ah רָאָה [וְ/אֶרְאֶה֙],7200,Deuteronomy 3:27,nasa נָשָׂא [וְ/שָׂ֥א],5375,2,2,False,,True,
Deuteronomy,Deuteronomy 3:27,ra'ah רָאָה [וּ/רְאֵ֣ה],7200,Deuteronomy 3:27,nasa נָשָׂא [וְ/שָׂ֥א],5375,0,1,False,,True,
Deuteronomy,Deuteronomy 3:28,ra'ah רָאָה [תִּרְאֶֽה],7200,Deuteronomy 3:27,nasa נָשָׂא [וְ/שָׂ֥א],5375,1,2,False,,True,
Deuteronomy,Deuteronomy 4:3,ra'ah רָאָה [הָֽ/רֹאֹ֔ת],7200,Deuteronomy 3:27,nasa נָשָׂא [וְ/שָׂ֥א],5375,5,3,False,,True,
Deuteronomy,Deuteronomy 4:15,ra'ah רָאָה [רְאִיתֶם֙],7200,Deuteronomy 4:19,nasa נָשָׂא [תִּשָּׂ֨א],5375,4,3,False,,True,
Deuteronomy,Deuteronomy 4:15,ra'ah רָאָה [רְאִיתֶם֙],7200,Deuteronomy 4:20,laqach לָקַח [לָקַ֣ח],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 4:19,ra'ah רָאָה [וְֽ֠/רָאִיתָ],7200,Deuteronomy 4:19,nasa נָשָׂא [תִּשָּׂ֨א],5375,0,1,False,,True,
Deuteronomy,Deuteronomy 4:19,ra'ah רָאָה [וְֽ֠/רָאִיתָ],7200,Deuteronomy 4:20,laqach לָקַח [לָקַ֣ח],3947,1,2,False,,False,
Deuteronomy,Deuteronomy 4:35,ra'ah רָאָה [הָרְאֵ֣תָ],7200,Deuteronomy 4:34,laqach לָקַח [לָ/קַ֨חַת],3947,1,2,False,,False,
Deuteronomy,Deuteronomy 4:36,ra'ah רָאָה [הֶרְאֲ/ךָ֙],7200,Deuteronomy 4:34,laqach לָקַח [לָ/קַ֨חַת],3947,2,2,False,,False,
Deuteronomy,Deuteronomy 9:13,ra'ah רָאָה [רָאִ֨יתִי֙],7200,Deuteronomy 9:9,laqach לָקַח [לָ/קַ֜חַת],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 9:13,ra'ah רָאָה [רָאִ֨יתִי֙],7200,Deuteronomy 9:17,taphas תָּפַשׂ [וָ/אֶתְפֹּשׂ֙],8610,4,3,False,,False,
Deuteronomy,Deuteronomy 9:16,ra'ah רָאָה [וָ/אֵ֗רֶא],7200,Deuteronomy 9:17,taphas תָּפַשׂ [וָ/אֶתְפֹּשׂ֙],8610,1,2,False,,False,
Deuteronomy,Deuteronomy 9:16,ra'ah רָאָה [וָ/אֵ֗רֶא],7200,Deuteronomy 9:21,laqach לָקַח [לָקַחְתִּי֮],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 10:21,ra'ah רָאָה [רָא֖וּ],7200,Deuteronomy 10:17,nasa נָשָׂא [יִשָּׂ֣א]; laqach לָקַח [יִקַּ֖ח],"5375,3947",4,3,False,,False,
Deuteronomy,Deuteronomy 16:16,ra'ah רָאָה [יֵרָאֶ֨ה]; ra'ah רָאָה [יֵרָאֶ֛ה],"7200,7200",Deuteronomy 16:19,laqach לָקַח [תִקַּ֣ח],3947,3,3,False,,False,
Deuteronomy,Deuteronomy 21:7,ra'ah רָאָה [רָאֽוּ],7200,Deuteronomy 21:3,laqach לָקַח [וְ/לָֽקְח֡וּ],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 21:7,ra'ah רָאָה [רָאֽוּ],7200,Deuteronomy 21:11,laqach לָקַח [וְ/לָקַחְתָּ֥],3947,4,3,True,chashaq חָשַׁק (Deuteronomy 21:11),False,
Deuteronomy,Deuteronomy 21:11,ra'ah רָאָה [וְ/רָאִיתָ֙],7200,Deuteronomy 21:11,laqach לָקַח [וְ/לָקַחְתָּ֥],3947,0,1,True,chashaq חָשַׁק (Deuteronomy 21:11),False,
Deuteronomy,Deuteronomy 22:1,ra'ah רָאָה [תִרְאֶה֩],7200,Deuteronomy 21:19,taphas תָּפַשׂ [וְ/תָ֥פְשׂוּ],8610,5,3,False,,False,
Deuteronomy,Deuteronomy 22:1,ra'ah רָאָה [תִרְאֶה֩],7200,Deuteronomy 22:6,laqach לָקַח [תִקַּ֥ח],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 22:4,ra'ah רָאָה [תִרְאֶה֩],7200,Deuteronomy 22:6,laqach לָקַח [תִקַּ֥ח],3947,2,2,False,,False,
Deuteronomy,Deuteronomy 22:4,ra'ah רָאָה [תִרְאֶה֩],7200,Deuteronomy 22:7,laqach לָקַח [תִּֽקַּֽח],3947,3,3,False,,False,
Deuteronomy,Deuteronomy 26:7,ra'ah רָאָה [וַ/יַּ֧רְא],7200,Deuteronomy 26:2,laqach לָקַח [וְ/לָקַחְתָּ֞],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 26:7,ra'ah רָאָה [וַ/יַּ֧רְא],7200,Deuteronomy 26:4,laqach לָקַח [וְ/לָקַ֧ח],3947,3,3,False,,False,
Deuteronomy,Deuteronomy 28:32,ra'ah רָאָה [רֹא֔וֹת],7200,Deuteronomy 28:29,gazal גָּזַל [וְ/גָז֛וּל],1497,3,3,False,,False,
Deuteronomy,Deuteronomy 28:34,ra'ah רָאָה [תִּרְאֶֽה],7200,Deuteronomy 28:29,gazal גָּזַל [וְ/גָז֛וּל],1497,5,3,False,,False,
Deuteronomy,Deuteronomy 28:32,ra'ah רָאָה [רֹא֔וֹת],7200,Deuteronomy 28:31,gazal גָּזַל [גָּז֣וּל],1497,1,2,False,,False,
Deuteronomy,Deuteronomy 28:34,ra'ah רָאָה [תִּרְאֶֽה],7200,Deuteronomy 28:31,gazal גָּזַל [גָּז֣וּל],1497,3,3,False,,False,
Deuteronomy,Deuteronomy 29:2,ra'ah רָאָה [רָא֖וּ],7200,Deuteronomy 29:7,laqach לָקַח [וַ/נִּקַּח֙],3947,5,3,False,,False,
Deuteronomy,Deuteronomy 29:3,ra'ah רָאָה [לִ/רְא֖וֹת],7200,Deuteronomy 29:7,laqach לָקַח [וַ/נִּקַּח֙],3947,4,3,False,,False,
Deuteronomy,Deuteronomy 30:15,ra'ah רָאָה [רְאֵ֨ה],7200,Deuteronomy 30:12,laqach לָקַח [וְ/יִקָּחֶ֣/הָ],3947,3,3,False,,False,
Deuteronomy,Deuteronomy 30:15,ra'ah רָאָה [רְאֵ֨ה],7200,Deuteronomy 30:13,laqach לָקַח [וְ/יִקָּחֶ֣/הָ],3947,2,2,False,,False,
Deuteronomy,Deuteronomy 31:11,ra'ah רָאָה [לֵ/רָאוֹת֙],7200,Deuteronomy 31:9,nasa נָשָׂא [הַ/נֹּ֣שְׂאִ֔ים],5375,2,2,False,,False,
Deuteronomy,Deuteronomy 32:36,ra'ah רָאָה [יִרְאֶה֙],7200,Deuteronomy 32:40,nasa נָשָׂא [אֶשָּׂ֥א],5375,4,3,False,,False,
Deuteronomy,Deuteronomy 32:36,ra'ah רָאָה [יִרְאֶה֙],7200,Deuteronomy 32:41,achaz אָחַז [וְ/תֹאחֵ֥ז],270,5,3,False,,False,
Deuteronomy,Deuteronomy 32:39,ra'ah רָאָה [רְא֣וּ],7200,Deuteronomy 32:40,nasa נָשָׂא [אֶשָּׂ֥א],5375,1,2,False,,False,
Deuteronomy,Deuteronomy 32:39,ra'ah רָאָה [רְא֣וּ],7200,Deuteronomy 32:41,achaz אָחַז [וְ/תֹאחֵ֥ז],270,2,2,False,,False,
Deuteronomy,Deuteronomy 32:52,ra'ah רָאָה [תִּרְאֶ֣ה],7200,Deuteronomy 33:3,nasa נָשָׂא [יִשָּׂ֖א],5375,3,3,False,,False,
Joshua,Joshua 2:1,ra'ah רָאָה [רְא֥וּ],7200,Joshua 2:4,laqach לָקַח [וַ/תִּקַּ֧ח],3947,3,3,False,,False,
Joshua,Joshua 3:3,ra'ah רָאָה [כִּ/רְאֽוֹתְ/כֶ֗ם],7200,Joshua 3:3,nasa נָשָׂא [נֹשְׂאִ֖ים],5375,0,1,False,,False,
Joshua,Joshua 3:3,ra'ah רָאָה [כִּ/רְאֽוֹתְ/כֶ֗ם],7200,Joshua 3:6,nasa נָשָׂא [שְׂאוּ֙]; nasa נָשָׂא [וַ/יִּשְׂאוּ֙],"5375,5375",3,3,False,,False,
Joshua,Joshua 3:3,ra'ah רָאָה [כִּ/רְאֽוֹתְ/כֶ֗ם],7200,Joshua 3:8,nasa נָשָׂא [נֹשְׂאֵ֥י],5375,5,3,False,,False,
Joshua,Joshua 5:13,ra'ah רָאָה [וַ/יַּ֔רְא],7200,Joshua 5:13,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,0,1,False,,True,
Joshua,Joshua 6:2,ra'ah רָאָה [רְאֵה֙],7200,Joshua 5:13,nasa נָשָׂא [וַ/יִּשָּׂ֤א],5375,4,3,False,,True,
Joshua,Joshua 6:2,ra'ah רָאָה [רְאֵה֙],7200,Joshua 6:4,nasa נָשָׂא [יִשְׂאוּ֩],5375,2,2,False,,False,
Joshua,Joshua 6:2,ra'ah רָאָה [רְאֵה֙],7200,Joshua 6:6,nasa נָשָׂא [שְׂא֖וּ]; nasa נָשָׂא [יִשְׂאוּ֙],"5375,5375",4,3,False,,False,
Joshua,Joshua 7:21,ra'ah רָאָה [ו/אראה]; ra'ah רָאָה [וָ/אֵ֣רֶא],"7200,7200",Joshua 7:16,lakad לָכַד [וַ/יִּלָּכֵ֖ד],3920,5,3,True,chamad חָמַד (Joshua 7:21),False,
